msnbot-157-55-39-36.search.msn.com - - [07/Feb/2019:02:53:27 -0500] darwins.ca "GET /robots.txt HTTP/1.1" 404 68
crawl-66-249-73-222.googlebot.com - - [07/Feb/2019:07:12:06 -0500] androidcookbook.com "GET /Recipe.seam;jsessionid=4B89EE37727BFF894F628909DBBEB0BB?recipeId=2658 HTTP/1.1" 200 18351
37.49.224.105 - - [07/Feb/2019:07:12:06 -0500] www.darwinsys.com "GET /android/ HTTP/1.1" 200 1019
37.49.224.105 - - [07/Feb/2019:07:12:06 -0500] www.darwinsys.com "GET /antispam HTTP/1.1" 302 -
37.49.224.105 - - [07/Feb/2019:07:12:07 -0500] www.darwinsys.com "GET /antispam/ HTTP/1.1" 200 9944
37.49.224.105 - - [07/Feb/2019:07:12:07 -0500] www.darwinsys.com "GET /causes HTTP/1.1" 302 -
37.49.224.105 - - [07/Feb/2019:07:12:07 -0500] www.darwinsys.com "GET /causes/ HTTP/1.1" 200 2852
g1068.crawl.yahoo.net - - [07/Feb/2019:07:12:08 -0500] javacook.darwinsys.com "GET / HTTP/1.1" 200 6540
37.49.224.105 - - [07/Feb/2019:07:12:08 -0500] www.darwinsys.com "GET /consult/javadev.jsp HTTP/1.1" 200 2437
g1068.crawl.yahoo.net - - [07/Feb/2019:07:12:10 -0500] javacook.darwinsys.com "GET / HTTP/1.1" 200 6540
37.49.224.105 - - [07/Feb/2019:07:12:10 -0500] www.darwinsys.com "GET /consult/unixcons.jsp HTTP/1.1" 200 1491
37.49.224.105 - - [07/Feb/2019:07:12:11 -0500] www.darwinsys.com "GET /contact HTTP/1.1" 302 -
localhost.darwinsys.com - iadmin [07/Feb/2019:07:12:12 -0500] darwinsys.com "GET /todorest/rs/iadmin/tasks HTTP/1.1" 403 68
37.49.224.105 - - [07/Feb/2019:07:12:14 -0500] www.darwinsys.com "GET /contact/ HTTP/1.1" 200 3951
37.49.224.105 - - [07/Feb/2019:07:12:14 -0500] www.darwinsys.com "GET /evs HTTP/1.1" 302 -
37.49.224.105 - - [07/Feb/2019:07:12:15 -0500] www.darwinsys.com "GET /evs/ HTTP/1.1" 200 70827
37.49.224.105 - - [07/Feb/2019:07:12:16 -0500] www.darwinsys.com "GET /file HTTP/1.1" 302 -
37.49.224.105 - - [07/Feb/2019:07:12:17 -0500] www.darwinsys.com "GET /file/ HTTP/1.1" 200 4241
37.49.224.105 - - [07/Feb/2019:07:12:17 -0500] www.darwinsys.com "GET /flutter HTTP/1.1" 302 -
37.49.224.105 - - [07/Feb/2019:07:12:17 -0500] www.darwinsys.com "GET /flutter/ HTTP/1.1" 200 1164
37.49.224.105 - - [07/Feb/2019:07:12:17 -0500] www.darwinsys.com "GET /freeware HTTP/1.1" 302 -
37.49.224.105 - - [07/Feb/2019:07:12:19 -0500] www.darwinsys.com "GET /freeware/ HTTP/1.1" 200 13123
37.49.224.105 - - [07/Feb/2019:07:12:19 -0500] www.darwinsys.com "GET /groovy HTTP/1.1" 302 -
37.49.224.105 - - [07/Feb/2019:07:12:20 -0500] www.darwinsys.com "GET /groovy/ HTTP/1.1" 200 2265
37.49.224.105 - - [07/Feb/2019:07:12:20 -0500] www.darwinsys.com "GET /history HTTP/1.1" 302 -
37.49.224.105 - - [07/Feb/2019:07:12:21 -0500] www.darwinsys.com "GET /history/ HTTP/1.1" 200 25776
37.49.224.105 - - [07/Feb/2019:07:12:21 -0500] www.darwinsys.com "GET /images/invertocat.png HTTP/1.1" 200 5241
37.49.224.105 - - [07/Feb/2019:07:12:22 -0500] www.darwinsys.com "GET /images/spiderweb1-preview.png HTTP/1.1" 200 356043
37.49.224.105 - - [07/Feb/2019:07:12:24 -0500] www.darwinsys.com "GET /images/twitter-icon.png HTTP/1.1" 200 1640
37.49.224.105 - - [07/Feb/2019:07:12:24 -0500] www.darwinsys.com "GET /images/valid-xhtml10-blue.png HTTP/1.1" 200 2026
37.49.224.105 - - [07/Feb/2019:07:12:24 -0500] www.darwinsys.com "GET /java HTTP/1.1" 302 -
37.49.224.105 - - [07/Feb/2019:07:12:25 -0500] www.darwinsys.com "GET /java/ HTTP/1.1" 200 8348
37.49.224.105 - - [07/Feb/2019:07:12:25 -0500] www.darwinsys.com "GET /java/conferences.web HTTP/1.1" 200 74665
37.49.224.105 - - [07/Feb/2019:07:12:26 -0500] www.darwinsys.com "GET /java/javaResources.jsp HTTP/1.1" 200 51391
37.49.224.105 - - [07/Feb/2019:07:12:26 -0500] www.darwinsys.com "GET /javax.faces.resource/components.js.web;jsessionid=0U0Ep81T3RyS0UbQbc5Sn6T74soFKxtX_UjLTOFB.darwinsys?ln=primefaces&amp;v=6.2 HTTP/1.1" 200 356352
37.49.224.105 - - [07/Feb/2019:07:12:27 -0500] www.darwinsys.com "GET /javax.faces.resource/core.js.web;jsessionid=0U0Ep81T3RyS0UbQbc5Sn6T74soFKxtX_UjLTOFB.darwinsys?ln=primefaces&amp;v=6.2 HTTP/1.1" 200 31242
localhost.darwinsys.com - - [07/Feb/2019:07:12:28 -0500] darwinsys.com "GET /deployed.html HTTP/1.1" 200 431
37.49.224.105 - - [07/Feb/2019:07:12:28 -0500] www.darwinsys.com "GET /jwf/FrameworkList.web HTTP/1.1" 200 115053
37.49.224.105 - - [07/Feb/2019:07:12:28 -0500] www.darwinsys.com "GET /jwf/UsageList.web HTTP/1.1" 200 41983
37.49.224.105 - - [07/Feb/2019:07:12:29 -0500] www.darwinsys.com "GET /olcd HTTP/1.1" 302 -
37.49.224.105 - - [07/Feb/2019:07:12:29 -0500] www.darwinsys.com "GET /olcd/ HTTP/1.1" 200 7355
37.49.224.105 - - [07/Feb/2019:07:12:29 -0500] www.darwinsys.com "GET /openbsd HTTP/1.1" 302 -
37.49.224.105 - - [07/Feb/2019:07:12:30 -0500] www.darwinsys.com "GET /openbsd/ HTTP/1.1" 200 7597
37.49.224.105 - - [07/Feb/2019:07:12:30 -0500] www.darwinsys.com "GET /openbsd/unix-resources.html HTTP/1.1" 200 7077
37.49.224.105 - - [07/Feb/2019:07:12:31 -0500] www.darwinsys.com "GET /people/idarwin-academic.html HTTP/1.1" 200 2271
37.49.224.105 - - [07/Feb/2019:07:12:31 -0500] www.darwinsys.com "GET /people/idarwin-bib.html HTTP/1.1" 200 20718
37.49.224.105 - - [07/Feb/2019:07:12:31 -0500] www.darwinsys.com "GET /people/idarwin-online.html HTTP/1.1" 200 8044
37.49.224.105 - - [07/Feb/2019:07:12:32 -0500] www.darwinsys.com "GET /training HTTP/1.1" 302 -
37.49.224.105 - - [07/Feb/2019:07:12:32 -0500] www.darwinsys.com "GET /training/ HTTP/1.1" 200 6653
37.49.224.105 - - [07/Feb/2019:07:12:32 -0500] www.darwinsys.com "GET /travel HTTP/1.1" 302 -
37.49.224.105 - - [07/Feb/2019:07:12:33 -0500] www.darwinsys.com "GET /travel/ HTTP/1.1" 200 13926
37.49.224.105 - - [07/Feb/2019:07:12:33 -0500] www.darwinsys.com "GET /voip HTTP/1.1" 302 -
37.49.224.105 - - [07/Feb/2019:07:12:33 -0500] www.darwinsys.com "GET /voip/ HTTP/1.1" 200 3825
64.20.34.243 - - [07/Feb/2019:07:12:48 -0500] androidcookbook.com "GET /Recipe.seam?recipeId=1456'A=0 HTTP/1.1" 500 12613
localhost.darwinsys.com - - [07/Feb/2019:07:12:58 -0500] darwinsys.com "GET /deployed.html HTTP/1.1" 304 -
sogouspider-106-38-241-175.crawl.sogou.com - - [07/Feb/2019:07:13:04 -0500] androidcookbook.com "GET /Recipe.seam;jsessionid=C7CD6C9C9CFBD490DCE7EA024F774381?recipeId=921 HTTP/1.1" 200 16305
216.244.66.246 - - [07/Feb/2019:07:13:13 -0500] theories.darwinsys.com "GET /robots.txt HTTP/1.1" 404 68
216.244.66.246 - - [07/Feb/2019:07:13:13 -0500] lhbooks.darwinsys.com "GET /robots.txt HTTP/1.1" 404 74
216.244.66.246 - - [07/Feb/2019:07:13:13 -0500] www.darwinsys.com "GET /robots.txt HTTP/1.1" 200 136
crawl835.us.archive.org - - [07/Feb/2019:07:13:21 -0500] androidcookbook.com "GET /robots.txt HTTP/1.0" 200 445
crawl7.bl.semrush.com - - [07/Feb/2019:07:13:26 -0500] theories.darwinsys.com "GET /robots.txt HTTP/1.1" 404 68
crawl21.bl.semrush.com - - [07/Feb/2019:07:13:27 -0500] theories.darwinsys.com "GET /View.web?blogId=2008%2F12%2F21%2F1229877300000 HTTP/1.1" 200 13305
crawl835.us.archive.org - - [07/Feb/2019:07:13:31 -0500] androidcookbook.com "GET /javax.faces.resource/messages/messages.png.seam;jsessionid=KXFNr9WbK3W0NR_AZzaboL5s7M_tbPgHrI55vNUM.darwinsys?ln=primefaces&v=6.2 HTTP/1.0" 200 16755
213.174.152.187 - - [07/Feb/2019:07:13:50 -0500] darwinsys.com "GET / HTTP/1.1" 200 47452
216.244.66.195 - - [07/Feb/2019:07:14:02 -0500] www.androidcookbook.com "GET /robots.txt HTTP/1.1" 200 445
msnbot-157-55-39-210.search.msn.com - - [07/Feb/2019:07:14:26 -0500] androidcookbook.com "GET /Recipe.seam?recipeId=380 HTTP/1.1" 200 17380
localhost.darwinsys.com - - [07/Feb/2019:07:14:35 -0500] androidcookbook.com "GET /Recipe.seam;jsessionid=0B1F1026A5A1B27FC7F528FB855730D1?recipeId=1529 HTTP/1.1" 200 21336
localhost.darwinsys.com - - [07/Feb/2019:07:14:41 -0500] androidcookbook.com "GET /Recipe.seam?recipeId=4426 HTTP/1.1" 200 18214
localhost.darwinsys.com - - [07/Feb/2019:07:14:42 -0500] androidcookbook.com "GET /javax.faces.resource/theme.css.seam?ln=primefaces-south-street HTTP/1.1" 200 18534
localhost.darwinsys.com - - [07/Feb/2019:07:14:43 -0500] androidcookbook.com "GET /javax.faces.resource/components.css.seam?ln=primefaces&v=6.2 HTTP/1.1" 200 85214
localhost.darwinsys.com - - [07/Feb/2019:07:14:43 -0500] androidcookbook.com "GET /RES_NOT_FOUND HTTP/1.1" 404 145
localhost.darwinsys.com - - [07/Feb/2019:07:14:43 -0500] androidcookbook.com "GET /javax.faces.resource/jquery/jquery.js.seam?ln=primefaces&v=6.2 HTTP/1.1" 200 86838
localhost.darwinsys.com - - [07/Feb/2019:07:14:45 -0500] androidcookbook.com "GET /javax.faces.resource/core.js.seam?ln=primefaces&v=6.2 HTTP/1.1" 200 31242
localhost.darwinsys.com - - [07/Feb/2019:07:14:45 -0500] androidcookbook.com "GET /javax.faces.resource/jquery/jquery-plugins.js.seam?ln=primefaces&v=6.2 HTTP/1.1" 200 261110
localhost.darwinsys.com - - [07/Feb/2019:07:14:55 -0500] androidcookbook.com "GET /javax.faces.resource/components.js.seam?ln=primefaces&v=6.2 HTTP/1.1" 200 408635
localhost.darwinsys.com - - [07/Feb/2019:07:14:55 -0500] androidcookbook.com "GET /img/AndroidCook.png HTTP/1.1" 200 6421
localhost.darwinsys.com - - [07/Feb/2019:07:14:56 -0500] androidcookbook.com "GET /img/title-logo-black.png HTTP/1.1" 200 4444
localhost.darwinsys.com - - [07/Feb/2019:07:14:56 -0500] androidcookbook.com "GET /img/invertocat.png HTTP/1.1" 200 5241
localhost.darwinsys.com - - [07/Feb/2019:07:14:56 -0500] androidcookbook.com "GET /img/twitter-icon.png HTTP/1.1" 200 1640
localhost.darwinsys.com - - [07/Feb/2019:07:14:57 -0500] androidcookbook.com "GET /img/cover-small.png HTTP/1.1" 200 7396
localhost.darwinsys.com - - [07/Feb/2019:07:15:00 -0500] androidcookbook.com "GET /RES_NOT_FOUND HTTP/1.1" 404 145
localhost.darwinsys.com - - [07/Feb/2019:07:15:00 -0500] androidcookbook.com "GET /javax.faces.resource/images/ui-bg_highlight-hard_100_f5f3e5_1x100.png.seam?ln=primefaces-south-street HTTP/1.1" 200 110
localhost.darwinsys.com - - [07/Feb/2019:07:15:00 -0500] androidcookbook.com "GET /javax.faces.resource/images/ui-icons_808080_256x240.png.seam?ln=primefaces-south-street HTTP/1.1" 200 4369
189.186.102.194 - - [07/Feb/2019:07:15:48 -0500] androidcookbook.com "GET /Recipe.seam;jsessionid=9ACF6480A5FD9DDFEDE7ED6CD35C97EF?recipeId=1375 HTTP/1.1" 200 20450
180.76.15.34 - - [07/Feb/2019:07:16:16 -0500] lhbooks.darwinsys.com "GET /productdetails.do?sku=linuxturbo HTTP/1.1" 404 74
crawl-66-249-73-221.googlebot.com - - [07/Feb/2019:07:16:42 -0500] androidcookbook.com "GET /Recipe.seam;jsessionid=4AD777D8C5E986BA60287F36BCEE3CA6.darwinsys?recipeId=5202&recipeFrom=Person HTTP/1.1" 200 11972
localhost.darwinsys.com - - [07/Feb/2019:07:17:58 -0500] darwinsys.com "GET /deployed.html HTTP/1.1" 304 -
41.58.94.39 - - [07/Feb/2019:07:18:21 -0500] theories.darwinsys.com "GET / HTTP/1.1" 200 12530
41.58.94.39 - - [07/Feb/2019:07:18:22 -0500] theories.darwinsys.com "GET /javax.faces.resource/theme.css.web?ln=primefaces-aristo HTTP/1.1" 200 28957
41.58.94.39 - - [07/Feb/2019:07:18:22 -0500] theories.darwinsys.com "GET /javax.faces.resource/primefaces.css.web;jsessionid=Arw4Y5Q3H55EXOc8nK1chQDEQY4aeiuicvfKbFd1.darwinsys?ln=primefaces&v=5.2 HTTP/1.1" 200 63302
41.58.94.39 - - [07/Feb/2019:07:18:24 -0500] theories.darwinsys.com "GET /javax.faces.resource/jquery/jquery.js.web;jsessionid=Arw4Y5Q3H55EXOc8nK1chQDEQY4aeiuicvfKbFd1.darwinsys?ln=primefaces&v=5.2 HTTP/1.1" 200 108079
41.58.94.39 - - [07/Feb/2019:07:18:25 -0500] theories.darwinsys.com "GET /javax.faces.resource/jquery/jquery-plugins.js.web;jsessionid=Arw4Y5Q3H55EXOc8nK1chQDEQY4aeiuicvfKbFd1.darwinsys?ln=primefaces&v=5.2 HTTP/1.1" 200 239996
41.58.94.39 - - [07/Feb/2019:07:18:25 -0500] theories.darwinsys.com "GET /javax.faces.resource/primefaces.js.web;jsessionid=Arw4Y5Q3H55EXOc8nK1chQDEQY4aeiuicvfKbFd1.darwinsys?ln=primefaces&v=5.2 HTTP/1.1" 200 340248
41.58.94.39 - - [07/Feb/2019:07:18:26 -0500] theories.darwinsys.com "GET /images/twitter-icon.png HTTP/1.1" 200 1640
41.58.94.39 - - [07/Feb/2019:07:18:26 -0500] theories.darwinsys.com "GET /images/rss64x64.png HTTP/1.1" 200 7901
41.58.94.39 - - [07/Feb/2019:07:18:26 -0500] theories.darwinsys.com "GET /images/header.jpg HTTP/1.1" 200 11340
41.58.94.39 - - [07/Feb/2019:07:18:27 -0500] theories.darwinsys.com "GET /favicon.ico HTTP/1.1" 200 4710
crawl-66-249-73-220.googlebot.com - - [07/Feb/2019:07:18:32 -0500] androidcookbook.com "GET /Recipe.seam;jsessionid=a9xOfCjpMZCXeIS6Q1EdQaSk.darwinsys?recipeId=830 HTTP/1.1" 200 44089
106.11.154.117 - - [07/Feb/2019:07:18:38 -0500] www.darwinsys.com "GET /file/ HTTP/1.1" 200 4241
42.120.161.13 - - [07/Feb/2019:07:18:39 -0500] www.darwinsys.com "GET /stylesheet.css HTTP/1.1" 200 2706
ip212.ip-54-36-148.eu - - [07/Feb/2019:07:19:03 -0500] androidcookbook.com "GET /documentation.html HTTP/1.1" 404 145
localhost.darwinsys.com - - [07/Feb/2019:07:19:48 -0500] androidcookbook.com "GET /resource/image?imageId=2319 HTTP/1.1" 200 7118
localhost.darwinsys.com - - [07/Feb/2019:07:20:03 -0500] androidcookbook.com "GET /Recipe.seam;jsessionid=E29F9B569793C059A30F20AA3F5A5C0C?recipeId=654 HTTP/1.1" 200 39077
216.244.66.246 - - [07/Feb/2019:07:21:05 -0500] www.darwinsys.com "GET /java/cafebabe.html HTTP/1.1" 200 2667
localhost.darwinsys.com - - [07/Feb/2019:07:21:22 -0500] androidcookbook.com "GET /Recipe.seam;jsessionid=z7ko_r9W9t85aWmCK1B36x8lp0E2aUaS0hpkYVpB.darwinsys?recipeId=2318 HTTP/1.1" 200 18903
localhost.darwinsys.com - - [07/Feb/2019:07:22:28 -0500] www.darwinsys.com "GET /consult/javadev.jsp HTTP/1.1" 200 2437
localhost.darwinsys.com - - [07/Feb/2019:07:22:58 -0500] darwinsys.com "GET /deployed.html HTTP/1.1" 304 -
213.159.212.162 - - [07/Feb/2019:07:23:41 -0500] androidcookbook.com "GET /Recipe.seam?recipeId=921 HTTP/1.0" 200 16302
msnbot-207-46-13-143.search.msn.com - - [07/Feb/2019:07:24:06 -0500] androidcookbook.com "GET /Recipe.seam?recipeId=1151 HTTP/1.1" 200 23745
crawl-66-249-73-220.googlebot.com - - [07/Feb/2019:07:24:16 -0500] androidcookbook.com "GET /Recipe.seam?recipeId=2122 HTTP/1.1" 200 19810
localhost.darwinsys.com - - [07/Feb/2019:07:25:09 -0500] androidcookbook.com "GET /Recipe.seam?recipeId=2549 HTTP/1.1" 200 21149
localhost.darwinsys.com - - [07/Feb/2019:07:25:10 -0500] androidcookbook.com "GET /javax.faces.resource/theme.css.seam?ln=primefaces-south-street HTTP/1.1" 200 18534
localhost.darwinsys.com - - [07/Feb/2019:07:25:10 -0500] androidcookbook.com "GET /RES_NOT_FOUND HTTP/1.1" 404 145
localhost.darwinsys.com - - [07/Feb/2019:07:25:10 -0500] androidcookbook.com "GET /javax.faces.resource/jquery/jquery.js.seam;jsessionid=qEP90z9a8Q4KwcvMT2fTt1hfh20pRYjhOKIiVhHO.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 86838
localhost.darwinsys.com - - [07/Feb/2019:07:25:10 -0500] androidcookbook.com "GET /javax.faces.resource/core.js.seam;jsessionid=qEP90z9a8Q4KwcvMT2fTt1hfh20pRYjhOKIiVhHO.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 31242
localhost.darwinsys.com - - [07/Feb/2019:07:25:10 -0500] androidcookbook.com "GET /javax.faces.resource/components.css.seam;jsessionid=qEP90z9a8Q4KwcvMT2fTt1hfh20pRYjhOKIiVhHO.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 85214
localhost.darwinsys.com - - [07/Feb/2019:07:25:11 -0500] androidcookbook.com "GET /img/AndroidCook.png HTTP/1.1" 200 6421
localhost.darwinsys.com - - [07/Feb/2019:07:25:11 -0500] androidcookbook.com "GET /javax.faces.resource/jquery/jquery-plugins.js.seam;jsessionid=qEP90z9a8Q4KwcvMT2fTt1hfh20pRYjhOKIiVhHO.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 261110
localhost.darwinsys.com - - [07/Feb/2019:07:25:11 -0500] androidcookbook.com "GET /img/title-logo-black.png HTTP/1.1" 200 4444
localhost.darwinsys.com - - [07/Feb/2019:07:25:11 -0500] androidcookbook.com "GET /img/invertocat.png HTTP/1.1" 200 5241
localhost.darwinsys.com - - [07/Feb/2019:07:25:11 -0500] androidcookbook.com "GET /img/twitter-icon.png HTTP/1.1" 200 1640
localhost.darwinsys.com - - [07/Feb/2019:07:25:11 -0500] androidcookbook.com "GET /img/cover-small.png HTTP/1.1" 200 7396
localhost.darwinsys.com - - [07/Feb/2019:07:25:11 -0500] androidcookbook.com "GET /resource/image?imageId=2552 HTTP/1.1" 200 7509
localhost.darwinsys.com - - [07/Feb/2019:07:25:12 -0500] androidcookbook.com "GET /resource/image?imageId=2562 HTTP/1.1" 200 17171
localhost.darwinsys.com - - [07/Feb/2019:07:25:12 -0500] androidcookbook.com "GET /resource/image?imageId=5129 HTTP/1.1" 200 40208
localhost.darwinsys.com - - [07/Feb/2019:07:25:12 -0500] androidcookbook.com "GET /javax.faces.resource/components.js.seam;jsessionid=qEP90z9a8Q4KwcvMT2fTt1hfh20pRYjhOKIiVhHO.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 408635
localhost.darwinsys.com - - [07/Feb/2019:07:25:12 -0500] androidcookbook.com "GET /resource/image?imageId=5133 HTTP/1.1" 200 16797
localhost.darwinsys.com - - [07/Feb/2019:07:25:13 -0500] androidcookbook.com "GET /RES_NOT_FOUND HTTP/1.1" 404 145
localhost.darwinsys.com - - [07/Feb/2019:07:25:13 -0500] androidcookbook.com "GET /resource/image?imageId=5131 HTTP/1.1" 200 14532
localhost.darwinsys.com - - [07/Feb/2019:07:25:13 -0500] androidcookbook.com "GET /resource/image?imageId=2564 HTTP/1.1" 200 41050
localhost.darwinsys.com - - [07/Feb/2019:07:25:13 -0500] androidcookbook.com "GET /resource/image?imageId=2554 HTTP/1.1" 200 116485
localhost.darwinsys.com - - [07/Feb/2019:07:25:13 -0500] androidcookbook.com "GET /javax.faces.resource/images/ui-bg_highlight-hard_100_f5f3e5_1x100.png.seam?ln=primefaces-south-street HTTP/1.1" 200 110
localhost.darwinsys.com - - [07/Feb/2019:07:25:13 -0500] androidcookbook.com "GET /javax.faces.resource/images/ui-icons_808080_256x240.png.seam?ln=primefaces-south-street HTTP/1.1" 200 4369
